OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
37,39,Kenwood,18363,17841,19116,10097,1.877191245,18492,1141,2589,4200,3381,3690,2311,742,438,39.34323432,3875,547,12225,1055,790,18323,15350,9414,8436,965,5936,8169,1602,6567,3139,448,2226,597,157,196930,3300,5080,1243,369,13597,794,2160,2045,717,3181,4700,2883,1846,1336,1064,1078,1785,54320.38835,51248.14157,9992,3428,6564,1135,11127,956,759,89,617,1549,572,6570,15,4.490362812,992,3305,3381,3449,1963.033553,4634,3361,1840,771,521,787,1123,739,668,263968.4814,6541,1278,1288,1754,2098,123,1145.798841,9136,1149,856,8728,8176,1264,7193,Health Care,Education,Administration,Accommodation and Food Service,Professional,1339,1255,631,556,517,1086,Retail Trade,Health Care,Other Service,Accommodation and Food Service,Education,231,223,148,127,122,The Loop,Outside of Chicago,Hyde Park,Near North Side,Near West Side,1816,1808,852,632,461,Outside of Chicago,Kenwood,South Shore,Hyde Park,Auburn Gresham,299,68,57,43,35,,,,8492.714977,,,,,,,,,,0,0,1,0,0.181733228,0.818266772,7.314873588,666.52001,137.663393,0.206540525,127.0208717,0.190573231,0.57634707,0.000864711,25.79031713,0.038693988,52.84943415,0.079291594,0.607836344,0.000911955,180.9266966,0.27144976,0,0,123.1785042,0.184808411,17.90660992,0.026865825,5534,2575,1106,777,3651,850,6341,2370,75,484,1811,2044,146,379,1519,1329,240,513,576,3927,2548,957,422,16777,1715,17351,2374,621,14977,653,85,572,4,74,40,200,492,254,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,,,,,,,0.8173258,0.833059211,0.638845144,0.783521956,1,0,0.042385376,1,1,0.542595978
38,6,Lake View,94817,94368,103050,57721,1.780028066,102611,5921,7128,47947,20540,12345,5303,2341,1086,31.81673346,77544,9340,4446,7353,3928,102233,90822,76127,73032,3071,14695,71992,15608,56384,18643,2243,29619,4920,959,1936350,20657,26437,6845,1123,77178,1410,3309,6207,1918,37361,26973,5755,6981,8861,7354,9556,16555,95172.69513,79629.1871,55062,20862,34200,4530,59592,4047,1746,3396,8430,9171,3554,29224,24,4.371981812,6905,15180,15626,21881,1960.520039,26876,18745,9390,2975,1606,689,5189,6256,7386,424706.6286,33782,1551,1994,10429,15470,4338,1646.274195,53822,1446,1240,52866,51096,2196,56641,Professional,Finance,Health Care,Education,Accommodation and Food Service,11822,6576,5834,4577,4339,25464,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,6652,5463,3611,1956,1866,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,17866,13345,8658,5023,2429,Outside of Chicago,Lake View,Uptown,Edgewater,Lincoln Square,8969,2429,952,745,662,,,,7171.461892,,,,,,,,,,0,0,1,0,0,1,2.563381206,1994.180123,238.6328083,0.119664621,620.7917736,0.311301756,94.34529025,0.047310315,123.2002525,0.061779902,96.43546615,0.048358453,13.54718199,0.006793359,621.1206,0.311466649,0,0,177.6506462,0.089084554,8.456103566,0.004240391,27306,17789,5423,4544,16727,1174,38335,4176,87,511,3578,7822,266,1120,6436,8806,898,3866,4042,33278,19324,10715,3239,90025,12586,96690,15581,2968,81109,5590,1986,1688,579,217,398,908,3429,786,75363,8268,4193,5143,1850,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.854430546,0.906047974,0.377893297,0,0.026608373,1,1,0.714896471
39,7,Lincoln Park,64320,64116,70492,35570,1.903120607,69641,3256,9543,28745,11791,9383,4244,2030,649,31.10457706,55482,4371,2654,5020,2114,65972,60191,45606,44020,1586,14585,43384,7891,35493,12246,1835,16128,3955,1329,1106085,10262,15782,5625,963,49078,1121,1993,3131,852,22710,19271,3803,2792,3381,3642,5295,13719,123044.0724,98206.90859,32632,14855,17777,3551,36183,4236,3475,1371,5043,4436,2415,15095,112,4.657709182,4480,12909,5441,13353,1967.900478,14040,10840,6478,3223,1602,367,1417,3344,7274,581361.8441,17480,871,1350,3427,7848,3984,1808.398165,31487,1005,1145,30999,29968,1633,33843,Professional,Finance,Health Care,Education,Accommodation and Food Service,7629,4277,3300,2562,2301,23505,Retail Trade,Accommodation and Food Service,Health Care,Transportation,Other Service,5189,4417,2992,2150,2139,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,11089,8428,5285,3090,1203,Outside of Chicago,Lake View,Lincoln Park,West Town,Uptown,8965,1310,1203,775,759,,,,8446.581672,,,,,,,,,,0,0,1,0,0.001937146,0.998062854,3.933682487,2024.46643,325.1319593,0.160601309,361.0708485,0.178353587,65.33895993,0.032274657,247.5004281,0.122254647,97.69264067,0.048255994,28.99512897,0.014322356,541.556084,0.267505589,0,0,311.1753803,0.153707355,46.00499987,0.022724506,13987,11451,3042,4152,12220,579,20412,2693,65,378,2250,3247,187,546,2514,3332,389,1075,1868,22495,13579,6255,2661,60545,9096,66385,10438,2065,55947,3043,1266,1249,123,280,141,592,3362,382,54341,3254,3323,2325,1077,,,,,,,,,,,,,,,,,,,,,,,,,0.999331703,0.994723449,0.870622167,0.859884723,0.551002761,0,0.04095344,1,1,0.664997027
40,4,Lincoln Square,44574,39493,40494,19143,2.087917254,42338,2744,4901,12636,11165,6924,2377,1056,535,35.88446215,26480,7532,1805,4396,2125,41831,35804,28426,26795,1607,7378,26410,4644,21766,10520,1566,7540,1741,399,777755,4135,10042,4197,641,32732,1979,4028,3820,1138,13257,8510,2000,3543,2908,2531,3783,4250,85435.59858,52780.0728,19015,7358,11657,1357,20372,3065,468,2765,4447,3925,2395,3293,14,5.180903347,1717,2656,5259,10740,1937.420857,6294,8028,3943,1417,690,419,1771,2400,2626,392317.7083,11461,89,1474,5429,4079,390,1394.593917,18454,580,561,18137,17499,878,20264,Professional,Health Care,Education,Accommodation and Food Service,Finance,2839,2763,1992,1915,1733,9541,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Professional,4197,1126,941,615,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6249,4610,2259,1445,862,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Irving Park,3609,862,463,339,285,,,,9222.558624,,,,,,,,,,0,0,1,0,0,1,1.928992393,1638.024067,233.5107435,0.142556357,342.816684,0.20928672,35.51399788,0.021680999,56.28762094,0.034363122,386.6527494,0.236048271,40.36156569,0.024640398,456.4321271,0.278647998,0,0,82.92672082,0.05062607,3.521857671,0.002150065,6922,6585,2865,2643,9335,767,9680,1226,0,52,1174,3920,140,469,3311,2886,410,1560,916,10488,6740,2881,867,33201,9137,39594,11698,4897,27896,5103,1042,208,1295,274,225,1276,1912,363,23716,11831,1342,5921,1764,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.697295928,0.868941231,0,0,0.052831944,1,1,0.564237001
41,22,Logan Square,82715,72791,71665,32097,2.221827585,71419,4563,8369,27981,16679,8514,3202,1280,831,32.66596394,36976,24640,4171,3129,2503,70999,60560.11508,48790.6354,46944.59514,1846.040258,11769.47968,46207.59514,8811.951006,37395.64413,17358.44664,2243.9267,14151.85568,2894.199013,747.2161033,1238896.586,6660.454836,16617.83453,6320.756994,1749.223022,53705,4255,8689,5813,2522,19791,12635,4133,4025,4868,4027,5746,8487,91246.58555,56792.17156,31286,11494,19792,3279,34565,5179,903,6541,9254,5210,2137,5198,143,5.310979576,4894,3920,4111,21640,1929.931839,8458,13884,8397,2865,961,386,1536,4312,4944,466123.9496,19427,956,2399,6372,8180,1520,1498.87575,29360,1102,1926,28963,28374,2323,36513,Professional,Health Care,Accommodation and Food Service,Finance,Retail Trade,5215,3931,3539,3028,2929,16931,Retail Trade,Accommodation and Food Service,Health Care,Administration,Transportation,3081,2894,1744,1716,1650,Outside of Chicago,The Loop,Near North Side,Near West Side,Logan Square,10944,8121,4070,3183,1527,Outside of Chicago,Logan Square,West Town,Belmont Cragin,Lake View,6569,1527,683,545,531,,,,9776.308065,,,,,,,,,,0,0,1,0,0,1,1.02739847,2297.005772,300.4837991,0.130815431,616.2934129,0.268302945,77.36469855,0.033680672,197.0450143,0.085783421,69.45898221,0.030238924,99.81879168,0.043456047,860.3107182,0.374535723,0,0,43.80951523,0.019072445,32.42083989,0.014114392,10929,11180,4575,4602,13661,1590,17625,2687.008793,0,124.008793,2563,4934.865707,234,704.7410072,3996.1247,4797.517186,686.008793,1949.597922,2161.910472,18196.13669,11622.14868,5035.765787,1538.222222,60431.35435,11141.52374,67031.40562,21291.25142,8597.181922,45740.1542,17411.15989,1054.415116,263,315,121,291,291,1397.937714,146.7387011,21742,53833,4290,1087,1763,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.637820196,0.893370098,0,0,0.056197382,1,1,0.588404872
42,31,Lower West Side,44031,35769,33751,13730,2.437363438,33588,1347,5439,11298,7056,5033,2227,803,385,33.49580224,7244,23067,968,1455,854,33478,28211,20267,18966,1301,7944,18684,1835,16849,8014,1771,4863,1733,468,497735,3331,6432,2827,788,24047,5724,4659,3827,863,5527,3447,2705,2707,2418,2025,2042,1481,61925.13369,32149.20147,13378,4163,9215,1625,15003,1897,295,3274,4640,3476,467,884,70,4.893175397,1334,2450,2364,8855,1932.357425,3030,6958,3677,1082,256,528,1928,1162,532,277823.0501,8982,328,3246,3338,1847,223,1101.438053,12538,1509,840,12170,11726,1208,12726,Accommodation and Food Service,Administration,Health Care,Education,Professional,1605,1394,1368,1151,1081,15394,Wholesale Trade,Administration,Manufacturing,Transportation,Accommodation and Food Service,2743,2252,1948,1694,1346,Outside of Chicago,The Loop,Near West Side,Near North Side,Lower West Side,3961,2481,1288,1143,778,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,6456,778,441,366,326,,,,9747.518443,,,,,,,,,,0,0,1,0,0.073239201,0.926760799,1.208275586,1872.146942,65.46471405,0.034967722,226.9915281,0.121246641,51.44425904,0.027478751,69.36936874,0.037053378,89.85237005,0.047994294,546.0434327,0.291666974,712.9453028,0.380816958,0,0,35.5409054,0.018984036,74.49506062,0.039791247,4332,4586,1965,2495,7100,1100,6278,1813,0,82,1731,3278,330,730,2218,2397,936,1004,457,5496,3930,1311,255,22424,11164,32241,21121,8428,11120,19697,266,300,45,49,208,151,349,56,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,,,,,,,,1,0.757894737,0.430796218,0.828607907,0,0,0.118565017,1,1,0.564380198
43,59,McKinley Park,15962,15612,15923,5538,2.869266883,15558,638,2914,3503,3250,3613,942,499,199,39.1849711,2258,8493,226,4419,162,15518,12874,8900,8251,649,3974,8054,723,7331,3998,1109,1867,309,48,227025,716,2124,2041,596,10844,2452,3224,1539,556,1736,1337,815,1306,867,734,1097,658,65871.95122,28367.73949,5477,3663,1814,407,5884,2172,276,2116,966,201,46,75,32,5.891143911,664,655,916,3649,1930.312414,410,2128,2333,507,506,509,1912,1080,162,248531.3316,1693,46,746,636,265,0,1041.163142,5157,629,320,4917,4816,560,6026,Accommodation and Food Service,Health Care,Manufacturing,Retail Trade,Administration,852,732,581,554,529,5144,Administration,Retail Trade,Wholesale Trade,Manufacturing,Accommodation and Food Service,1727,812,811,536,276,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,1863,1156,472,402,227,Outside of Chicago,McKinley Park,Brighton Park,Chicago Lawn,New City,2321,163,163,147,105,,,,13582.28159,,,,,,,,,,0,0,1,0,0.087232396,0.912767604,2.593181519,905.2296625,125.0687995,0.138162507,107.2064503,0.118430112,11.30283306,0.01248615,61.63093657,0.068083205,24.7299762,0.027319008,156.3852922,0.172757587,304.2535371,0.33610646,0,0,73.74100854,0.081461105,40.91082903,0.045193867,1509,1355,1031,1582,3484,282,1993,525,0,0,525,1449,302,247,900,843,403,208,232,2477,1968,391,118,9508,6050,14920,9987,4888,4933,6195,75,3270,48,26,25,156,191,1,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,,,,,,,,0.952158086,0.761309673,0.313110443,0.829856973,0,0,0.128497764,1,1,0.481132075
44,18,Montclare,12646,13426,14401,5010,2.850299401,13776,848,2378,2638,2718,2618,1776,509,291,40.94484629,4775,7568,876,384,173,13686,11229,7233,6827,372,3996,6772,461,6311,4882,631,410,95,293,237180,618,1860,1253,1019,9751,2021,3114,2176,983,1002,455,1306,854,706,530,576,778,57491.2892,29730.47488,4750,2815,1935,345,5095,2980,45,364,304,439,278,685,0,5.738195173,718,772,1935,1670,1949.395075,825,1818,1362,710,380,231,1794,733,57,265425.5319,1921,194,495,887,345,0,1129.780115,4025,298,725,3865,3708,885,5546,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Education,719,631,598,543,448,2104,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Other Service,664,610,322,116,61,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2775,800,286,254,130,Outside of Chicago,Belmont Cragin,Montclare,Austin,Dunning,1130,105,102,98,65,,,,13836.33611,,,,,,,,,,0,0,1,0,0,1,1.273575805,633.0668858,247.9067301,0.391596426,70.4827209,0.111335346,5.886548669,0.009298462,52.93115729,0.083610687,28.52730166,0.045062066,16.82190167,0.026572076,193.1690772,0.305132177,0,0,10.45541219,0.016515494,6.886036222,0.010877265,1369,1098,930,1353,3267,523,1483,863,0,12,851,1253,169,170,914,706,128,179,399,1884,1335,439,110,9197,4579,12928,8117,3530,4811,5596,1837,17,130,111,22,80,207,117,6892,4865,264,337,288,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.234952051,0.80136904,0,0,0.087527164,1,1,0.242323771
45,75,Morgan Park,25226,22544,21186,8175,2.524281346,21634.0327,1053.387263,4196.650602,3400.060241,4355.16179,4786.425129,1856.820998,1182.325301,803.2013769,43.2659437,6513.554217,893.0998279,13474.28571,106,647.0929432,21207.50186,17321.52401,10802.69465,9665.119891,1137.574762,6518.82936,9517.061649,1267.332595,8249.729053,6347.876873,778.4736035,968.2099796,59.0628406,96.10575613,292060.7187,1011.838634,4008.114645,2307.953671,1035.366313,15473.31325,1102.433735,3099.261618,4456.013769,1011.232358,3045.27883,2759.092943,1552.873606,1742.67658,1346.684015,1101.921933,1349.892193,1268.446097,66486.41319,35671.6224,8362.494424,5864.453287,2498.394464,630,8992.847751,6377.861592,520,555,423,421.83391,124.8096886,570.2179931,0.124567474,6.602171671,494.467128,1040.712803,4937.543253,2520.124567,1952.786113,701.4636678,2120.802768,4078.020761,1672.560554,420,1989.754647,2540.498141,1123,188,193832.4568,2279.241636,62,523.9330855,874.9814126,673.3271375,145,1301.670568,7487.780669,837.1895911,874.7137546,7270.739777,6976.739777,1091.754647,9413,Health Care,Education,Public Administration,Administration,Retail Trade,1493,1436,1188,716,709,3228,Health Care,Retail Trade,Education,Professional,Accommodation and Food Service,1238,562,251,232,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3731,2714,487,457,187,Outside of Chicago,Morgan Park,Beverly,Mount Greenwood,West Pullman,1932,187,110,67,58,,,,14352.25194,,,,,,,,,,0,0,1,0,0,1,3.339934076,2109.213557,908.649757,0.430800264,69.49518621,0.032948388,6.559254175,0.00310981,100.11019,0.047463278,182.5726105,0.086559566,63.88088985,0.030286592,645.8001352,0.306180535,0,0,68.10648249,0.032289989,64.03905147,0.030361578,2921.371747,2332.665428,1508.327138,1600.130112,5183.587361,700.4163569,3178.907063,876.2909305,0.043973302,29.0188457,847.2281115,2114.440518,340.1978799,368.6376129,1405.605026,1323.809187,516.4051826,559.9642717,247.439733,3690.393404,2539.912839,980.3612093,170.1193561,21006.78389,629.8966281,20583.09196,904.9787125,225.4122956,19678.11325,636.5280995,12.16706403,4,15.07970027,0.007663488,0,0,224.1118869,13.08429837,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.463622974,0.791320965,0.298171729,0,0.142611689,1,1,0.288679276
46,74,Mount Greenwood,18820,19093,18628,6850,2.668613139,19477,1257,4263,3282,3810,4136,1622,734,373,38.52597892,16085,1926,475,329,662,18770,15098,9713,9176,537,5385,8994,492,8502,7509,319,436,177,61,270880,395,2522,3162,1029,12825,580,2848,3249,1177,2924,2047,639,845,915,922,1724,2063,106537.5982,43806.93094,7108,5890,1218,348,7456,6275,38,166,203,91,79,575,29,6.585205479,388,1133,5167,768,1954.519754,761,1161,3652,1543,339,400,3486,1874,130,269368.4896,1185,30,293,535,251,76,1206.039755,6525,256,583,6422,6333,686,9876,Public Administration,Education,Health Care,Retail Trade,Accommodation and Food Service,1959,1819,1078,679,641,2859,Education,Retail Trade,Health Care,Accommodation and Food Service,Other Service,1130,478,385,199,169,Outside of Chicago,The Loop,Near West Side,Near North Side,Mount Greenwood,4303,3477,323,299,228,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Ashburn,1865,228,99,59,34,,,,16990.84097,,,,,,,,,,0,0,1,0,0.099484603,0.900515397,2.569410485,1735.176551,749.1374103,0.431735555,19.76289665,0.01138956,7.683830663,0.00442827,38.14625708,0.021984078,522.6884495,0.301230701,0.777830561,0.000448272,364.5713797,0.210106216,0,0,30.37498515,0.017505415,2.033510953,0.001171933,2304,1840,1089,1875,4485,344,2623,431,13,8,410,920,158,278,484,915,456,269,190,4698,3483,1042,173,18865,612,18220,1082,199,17138,590,267,23,0,0,17,9,176,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,,,,,,,,0.916029746,0.819865772,0.477199743,0.812281669,0.056251223,0.056251223,0.135700343,1,1,0.180061038
47,8,Near North Side,72811,80484,105481,66685,1.556212042,98505,2894,5357,41743,16896,16221,10037,3694,1663,34.7380414,68354,6102,6698,13740,3611,96322,92284,70258,68351,1886,22026,67730,12793,54937,15319,1646,14887,18965,4120,1416960,27245,28322,4980,647,82094,1365,3539,6151,1839,34753,34447,7954,5546,6262,7438,9782,24212,114790.1428,112476.1366,61194,24940,36254,11650,72844,1532,1804,282,1569,1619,1569,64426,43,3.637527145,24609,25384,12170,10681,1984.911235,42614,20456,7504,1615,655,832,5230,7076,9143,445911.1833,35326,2038,1119,3571,18157,10441,2086.416218,59585,1940,1609,59150,55139,2044,52122,Professional,Finance,Health Care,Education,Administration,11740,6662,5536,3640,3567,183945,Professional,Accommodation and Food Service,Health Care,Retail Trade,Administration,29488,28671,25047,17172,14412,The Loop,Outside of Chicago,Near North Side,Near West Side,West Town,17836,12943,10391,4525,666,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,79727,10391,8658,6240,5285,,,,6103.533269,,,,,,,,,,0,0,1,9.81E-05,0,0.999901871,2.338548935,1755.364505,83.17887653,0.047385529,309.120979,0.176100735,22.40543361,0.012763978,271.4947645,0.154665748,125.1901028,0.071318579,78.44314496,0.044687667,753.2053068,0.429087693,0,0,52.4378934,0.029872937,59.88800378,0.034117133,35242,20945,3088,1919,17747,1025,43447,5472,100,517,4855,6325,460,641,5224,6102,370,1397,4335,41177,23436,11384,6357,81155,17350,95611,18525,3488,77086,3971,1708,2594,302,656,1360,1451,6019,464,50397,2805,13884,4434,1291,,,,,,,,,,,,,,,,,,,,,,,,,0.999735737,1,0.857323232,0.862126017,0.14190658,0,0.022251037,1,1,0.691417905
48,33,Near South Side,9509,21390,28795,15774,1.80404463,26816,1027,2252,8913,6392,5394,1677,1033,128,36.70308123,14095,1440,5914,4303,1064,26652,23676,18440,18113,327,5236,17731,2886,14845,7485,802,4606,1476,476,403670,3270,10008,2341,101,22968,1158,1146,1923,595,7215,10931,2112,1088,1673,2030,2872,5945,113009.7879,92131.49094,15720,8329,7391,849,16569,361,1235,66,77,336,96,14398,0,3.850752801,9070,3546,886,3067,2001.051399,7183,7159,1865,252,110,169,1607,3585,2809,419240.5063,7237,947,480,304,3688,1818,2068.432407,15312,928,408,14996,14163,724,12795,Professional,Health Care,Education,Finance,Administration,2164,1811,1418,1399,915,13586,Arts and Entertainment,Health Care,Accommodation and Food Service,Administration,Other Service,3889,2109,1934,1885,842,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,4028,3338,1378,1236,737,Outside of Chicago,Near South Side,Lake View,South Shore,Austin,4744,342,262,224,209,,,,9430.890924,,,,,,,,,,0,0,1,0.056387805,0,0.943612195,15.1528004,1138.285457,59.01381798,0.05184448,92.93815902,0.081647497,10.13117332,0.00890038,320.0513774,0.281169697,46.34649036,0.040716052,16.36608295,0.014377837,381.9215191,0.335523499,0,0,123.8948855,0.108843423,87.62195184,0.076977134,8252,5502,1307,659,6104,527,9616,1317,15,539,763,1530,294,162,1074,1560,159,129,1272,10829,5356,4009,1464,20280,6536,25789,7268,1040,18521,826,1342,1107,110,311,154,801,2251,366,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,,,,,,,,0.998729304,0.811452639,0.804458571,0.863224108,1,1,0.056944111,1,1,0.541091277
49,28,Near West Side,46419,54881,67881,33918,1.879798337,65019,3792,8538,26463,14135,7403,3018,1131,539,31.76208389,28322,6458,15950,11874,2415,59927,56338,41395,38753,2617,14943,38364,6792,31572,12250,1300,7409,9652,961,844475,10595,15539,4388,388,46028,2564,4595,4756,1891,16643,15579,6127,3006,3078,3441,5021,10237,98568.73002,65790.82748,30910,11910,19000,3796,34706,1398,2449,1968,3385,2345,981,22166,14,3.858745652,15339,8654,3146,7567,1993.477979,15846,12053,5063,1322,422,279,2662,5574,3328,384938.729,18743,2295,1875,2087,8614,3872,1853.438493,29146,1598,1764,28785,27116,2125,30787,Professional,Health Care,Finance,Education,Administration,5600,3840,3225,2867,2363,145906,Health Care,Professional,Administration,Finance,Education,21808,19937,16497,16038,15411,The Loop,Outside of Chicago,Near West Side,Near North Side,West Town,8899,8758,4838,3184,540,Outside of Chicago,Lake View,West Town,Near West Side,Near North Side,70851,5023,4942,4838,4525,,,,8365.531431,,,,,,,,,,0,0,1,0,0,1,1.443219069,3638.497339,150.5907079,0.041388159,366.1119414,0.100621742,46.0623567,0.01265972,403.2774028,0.110836251,560.0346608,0.153919217,280.5288795,0.077100202,1569.025493,0.431228979,0,0,56.04647998,0.015403744,206.8194168,0.056841987,14480,10291,3377,2762,11488,1750,19422,4435,152,547,3736,3634,425,513,2696,3078,358,653,2067,18652,10624,5921,2107,53708,11311,61227,15118,3738,46109,4283,1487,2730,272,390,501,1494,3696,265,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.733224778,0.809836843,0.063529732,0,0.090832326,1,1,0.657260821
